사용일자,요일,노선명,역명,승차총승객수,하차총승객수,승하차총승객수,연월,월일,등록일자
2019-03-24,일,6호선,이태원,18800,16039,34839,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,한강진,8649,9120,17769,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,버티고개,1478,1395,2873,Mar-19,03월 24일,20190327
2019-03-24,일,3호선,약수,2179,2258,4437,Mar-19,03월 24일,20190327
2019-03-24,일,5호선,청구,2000,2059,4059,Mar-19,03월 24일,20190327
2019-03-24,일,2호선,신당,5188,5790,10978,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,동묘앞,9207,8326,17533,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,창신,2067,1893,3960,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,보문,5165,4920,10085,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,안암,7915,9100,17015,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,고려대,5685,5525,11210,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,월곡,7066,6850,13916,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,상월곡,3981,3649,7630,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,돌곶이,5543,5238,10781,Mar-19,03월 24일,20190327
2019-03-24,일,1호선,석계,8103,8448,16551,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,태릉입구,3696,4555,8251,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,화랑대,7097,6473,13570,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,봉화산,5682,5675,11357,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,장암,1620,997,2617,Mar-19,03월 24일,20190327
2019-03-24,일,1호선,도봉산,7041,10178,17219,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,수락산,11284,11072,22356,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,마들,6812,6343,13155,Mar-19,03월 24일,20190327
2019-03-24,일,4호선,노원,14544,14628,29172,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,중계,9952,9496,19448,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,하계,12783,12450,25233,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,공릉,8602,9260,17862,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,태릉입구,6252,5772,12024,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,먹골,6822,6692,13514,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,중화,7834,7618,15452,Mar-19,03월 24일,20190327
2019-03-24,일,경의선,상봉,12049,11291,23340,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,면목,10131,9956,20087,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,사가정,11078,10600,21678,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,용마산,3958,4234,8192,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,중곡,6553,6196,12749,Mar-19,03월 24일,20190327
2019-03-24,일,5호선,군자,9963,7404,17367,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,어린이대공원,11359,11662,23021,Mar-19,03월 24일,20190327
2019-03-24,일,2호선,건대입구,11875,12523,24398,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,뚝섬유원지,8216,7913,16129,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,청담,8898,9501,18399,Mar-19,03월 24일,20190327
2019-03-24,일,분당선,강남구청,6786,7258,14044,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,학동,7844,7846,15690,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,논현,8226,8824,17050,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,반포,3620,3678,7298,Mar-19,03월 24일,20190327
2019-03-24,일,3호선,고속터미널,18787,13899,32686,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,내방,6124,6604,12728,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,이수,10956,10439,21395,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,남성,7095,7101,14196,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,숭실대입구,8723,9070,17793,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,상도,7237,7606,14843,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,장승배기,6689,6739,13428,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,신대방삼거리,10053,10053,20106,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,보라매,5092,5098,10190,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,신풍,8406,8037,16443,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,대림,12567,11583,24150,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,남구로,10171,9847,20018,Mar-19,03월 24일,20190327
2019-03-24,일,1호선,가산디지털단지,15040,13285,28325,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,철산,14850,14602,29452,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,광명사거리,18256,17753,36009,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,천왕,5256,5063,10319,Mar-19,03월 24일,20190327
2019-03-24,일,1호선,온수,5543,6006,11549,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,까치울,4909,4560,9469,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,부천종합운동장,3147,2860,6007,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,춘의,4477,4152,8629,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,신중동,8819,8493,17312,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,부천시청,8054,7744,15798,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,상동,9597,9283,18880,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,삼산체육관,3217,2974,6191,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,굴포천,5745,5730,11475,Mar-19,03월 24일,20190327
2019-03-24,일,7호선,부평구청,6365,5247,11612,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,암사,11339,10717,22056,Mar-19,03월 24일,20190327
2019-03-24,일,5호선,천호,13254,14526,27780,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,강동구청,5713,5849,11562,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,몽촌토성,4237,4184,8421,Mar-19,03월 24일,20190327
2019-03-24,일,2호선,잠실,12618,13465,26083,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,석촌,5045,6404,11449,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,송파,5225,5325,10550,Mar-19,03월 24일,20190327
2019-03-24,일,3호선,가락시장,4010,5118,9128,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,문정,6358,6638,12996,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,장지,13279,12931,26210,Mar-19,03월 24일,20190327
2019-03-24,일,분당선,복정,7266,6550,13816,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,산성,4273,4419,8692,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,남한산성입구,8614,8076,16690,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,단대오거리,7235,7125,14360,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,신흥,3914,4280,8194,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,수진,4617,4199,8816,Mar-19,03월 24일,20190327
2019-03-24,일,분당선,모란,6528,5122,11650,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,개화,3436,2732,6168,Mar-19,03월 24일,20190327
2019-03-24,일,5호선,김포공항,8009,10793,18802,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,공항시장,1984,2235,4219,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,신방화,4314,4283,8597,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,마곡나루,5984,5928,11912,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,양천향교,5237,5453,10690,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,가양,13765,13431,27196,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,증미,3200,3234,6434,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,등촌,5644,5683,11327,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,염창,10130,9704,19834,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,신목동,2114,1882,3996,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,선유도,3308,3167,6475,Mar-19,03월 24일,20190327
2019-03-24,일,2호선,당산,11524,11089,22613,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,국회의사당,6919,6139,13058,Mar-19,03월 24일,20190327
2019-03-24,일,5호선,여의도,7616,7187,14803,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,샛강,2286,2275,4561,Mar-19,03월 24일,20190327
2019-03-24,일,1호선,노량진,20725,22710,43435,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,노들,3152,2914,6066,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,흑석,6019,6499,12518,Mar-19,03월 24일,20190327
2019-03-24,일,4호선,동작,1402,1290,2692,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,구반포,1720,1753,3473,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,신반포,2052,2231,4283,Mar-19,03월 24일,20190327
2019-03-24,일,3호선,고속터미널,12146,22168,34314,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,사평,1672,1714,3386,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,신논현,19352,18238,37590,Mar-19,03월 24일,20190327
2019-03-24,일,4호선,서울역,15041,12204,27245,Mar-19,03월 24일,20190327
2019-03-24,일,경의선,공덕,1589,2359,3948,Mar-19,03월 24일,20190327
2019-03-24,일,2호선,홍대입구,12632,11207,23839,Mar-19,03월 24일,20190327
2019-03-24,일,경의선,디지털미디어시티,4428,4292,8720,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,마곡나루,1856,2081,3937,Mar-19,03월 24일,20190327
2019-03-24,일,5호선,김포공항,8731,5520,14251,Mar-19,03월 24일,20190327
2019-03-24,일,인천선,계양,6826,6741,13567,Mar-19,03월 24일,20190327
2019-03-24,일,인천2호선,검암,5226,5293,10519,Mar-19,03월 24일,20190327
2019-03-24,일,공항철도,청라국제도시,3455,3305,6760,Mar-19,03월 24일,20190327
2019-03-24,일,공항철도,운서,5777,6238,12015,Mar-19,03월 24일,20190327
2019-03-24,일,공항철도,공항화물청사,1308,1498,2806,Mar-19,03월 24일,20190327
2019-03-24,일,공항철도,인천공항1터미널,16216,16571,32787,Mar-19,03월 24일,20190327
2019-03-24,일,공항철도,인천공항2터미널,5793,5048,10841,Mar-19,03월 24일,20190327
2019-03-24,일,공항철도,영종,1945,1946,3891,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,언주,3679,3379,7058,Mar-19,03월 24일,20190327
2019-03-24,일,분당선,선정릉,3560,3672,7232,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,삼성중앙,2118,2182,4300,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,봉은사,10611,10182,20793,Mar-19,03월 24일,20190327
2019-03-24,일,2호선,종합운동장,3937,2867,6804,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,삼전,3439,3427,6866,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,석촌고분,3036,3023,6059,Mar-19,03월 24일,20190327
2019-03-24,일,8호선,석촌,4036,3030,7066,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,송파나루,2483,2496,4979,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,한성백제,1568,1223,2791,Mar-19,03월 24일,20190327
2019-03-24,일,5호선,올림픽공원,5389,5183,10572,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,둔촌오륜,718,659,1377,Mar-19,03월 24일,20190327
2019-03-24,일,9호선,중앙보훈병원,2987,3006,5993,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,북한산우이,3870,3684,7554,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,솔밭공원,1690,1620,3310,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,4.19민주묘지,2249,2047,4296,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,가오리,2788,2547,5335,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,화계,2464,2221,4685,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,삼양,1429,1485,2914,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,삼양사거리,1734,1775,3509,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,솔샘,3331,3145,6476,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,북한산보국문,4556,4210,8766,Mar-19,03월 24일,20190327
2019-03-24,일,우이신설경전철,정릉,3152,2717,5869,Mar-19,03월 24일,20190327
2019-03-24,일,4호선,성신여대입구,2884,3231,6115,Mar-19,03월 24일,20190327
2019-03-24,일,6호선,보문,1151,1259,2410,Mar-19,03월 24일,20190327
2019-03-24,일,1호선,신설동,1243,1274,2517,Mar-19,03월 24일,20190327
2019-03-25,월,2호선,시청,28085,28297,56382,Mar-19,03월 25일,20190328
2019-03-25,월,1호선,신설동,2363,2276,4639,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,보문,1882,1944,3826,Mar-19,03월 25일,20190328
2019-03-25,월,4호선,성신여대입구,4147,4549,8696,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,정릉,4886,4576,9462,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,북한산보국문,6953,6641,13594,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,솔샘,6378,6138,12516,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,삼양사거리,2757,2805,5562,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,삼양,2314,2452,4766,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,화계,3700,3517,7217,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,가오리,4786,4622,9408,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,4.19민주묘지,4181,4352,8533,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,솔밭공원,2645,2569,5214,Mar-19,03월 25일,20190328
2019-03-25,월,우이신설경전철,북한산우이,2822,2428,5250,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,중앙보훈병원,7821,7270,15091,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,둔촌오륜,1052,939,1991,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,올림픽공원,4838,5067,9905,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,한성백제,1994,1821,3815,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,송파나루,3662,3859,7521,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,석촌,6350,5224,11574,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,석촌고분,4894,4823,9717,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,삼전,5602,5563,11165,Mar-19,03월 25일,20190328
2019-03-25,월,2호선,종합운동장,4908,4491,9399,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,봉은사,17342,17337,34679,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,삼성중앙,6817,7034,13851,Mar-19,03월 25일,20190328
2019-03-25,월,분당선,선정릉,9691,10538,20229,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,언주,10049,10113,20162,Mar-19,03월 25일,20190328
2019-03-25,월,공항철도,영종,2625,2675,5300,Mar-19,03월 25일,20190328
2019-03-25,월,공항철도,인천공항2터미널,5602,4693,10295,Mar-19,03월 25일,20190328
2019-03-25,월,공항철도,인천공항1터미널,17585,15979,33564,Mar-19,03월 25일,20190328
2019-03-25,월,공항철도,공항화물청사,2793,3236,6029,Mar-19,03월 25일,20190328
2019-03-25,월,공항철도,운서,7125,7329,14454,Mar-19,03월 25일,20190328
2019-03-25,월,공항철도,청라국제도시,7311,6744,14055,Mar-19,03월 25일,20190328
2019-03-25,월,인천2호선,검암,9134,8526,17660,Mar-19,03월 25일,20190328
2019-03-25,월,인천선,계양,12760,11655,24415,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,김포공항,10607,7564,18171,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,마곡나루,6040,5328,11368,Mar-19,03월 25일,20190328
2019-03-25,월,경의선,디지털미디어시티,14790,13250,28040,Mar-19,03월 25일,20190328
2019-03-25,월,2호선,홍대입구,11411,11072,22483,Mar-19,03월 25일,20190328
2019-03-25,월,경의선,공덕,2562,3310,5872,Mar-19,03월 25일,20190328
2019-03-25,월,4호선,서울역,13058,11009,24067,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,신논현,34882,35149,70031,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,사평,3677,3624,7301,Mar-19,03월 25일,20190328
2019-03-25,월,3호선,고속터미널,13132,19428,32560,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,신반포,3382,3385,6767,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,구반포,3452,3693,7145,Mar-19,03월 25일,20190328
2019-03-25,월,4호선,동작,2430,1608,4038,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,흑석,12942,13237,26179,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,노들,5039,4444,9483,Mar-19,03월 25일,20190328
2019-03-25,월,1호선,노량진,31377,31781,63158,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,샛강,6073,6138,12211,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,여의도,26271,26188,52459,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,국회의사당,18960,18988,37948,Mar-19,03월 25일,20190328
2019-03-25,월,2호선,당산,21165,20615,41780,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,선유도,8419,8285,16704,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,신목동,4665,4216,8881,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,염창,19388,18914,38302,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,등촌,12458,12213,24671,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,증미,8284,8405,16689,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,가양,24049,23332,47381,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,양천향교,10080,10347,20427,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,마곡나루,10448,10309,20757,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,신방화,8289,8141,16430,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,공항시장,3270,3730,7000,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,김포공항,9669,11753,21422,Mar-19,03월 25일,20190328
2019-03-25,월,9호선,개화,8430,5200,13630,Mar-19,03월 25일,20190328
2019-03-25,월,분당선,모란,4823,3577,8400,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,수진,6015,5566,11581,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,신흥,5151,5415,10566,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,단대오거리,13242,12612,25854,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,남한산성입구,17812,16972,34784,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,산성,6603,6428,13031,Mar-19,03월 25일,20190328
2019-03-25,월,분당선,복정,14242,11882,26124,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,장지,20809,20081,40890,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,문정,23813,24806,48619,Mar-19,03월 25일,20190328
2019-03-25,월,3호선,가락시장,9038,10503,19541,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,송파,10676,10338,21014,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,석촌,9272,10524,19796,Mar-19,03월 25일,20190328
2019-03-25,월,2호선,잠실,15434,18153,33587,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,몽촌토성,6937,7277,14214,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,강동구청,12396,12556,24952,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,천호,20487,22914,43401,Mar-19,03월 25일,20190328
2019-03-25,월,8호선,암사,21887,19136,41023,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,부평구청,14273,11265,25538,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,굴포천,10577,11131,21708,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,삼산체육관,6137,5383,11520,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,상동,15727,16417,32144,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,부천시청,14321,14227,28548,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,신중동,17191,17039,34230,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,춘의,10901,10759,21660,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,부천종합운동장,5728,4683,10411,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,까치울,8782,8420,17202,Mar-19,03월 25일,20190328
2019-03-25,월,1호선,온수,14072,13565,27637,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,천왕,11053,10127,21180,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,광명사거리,30498,29506,60004,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,철산,27579,27936,55515,Mar-19,03월 25일,20190328
2019-03-25,월,1호선,가산디지털단지,51270,51770,103040,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,남구로,19519,20830,40349,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,대림,11121,11049,22170,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,신풍,13358,12644,26002,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,보라매,11699,11791,23490,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,신대방삼거리,19979,19470,39449,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,장승배기,12802,12503,25305,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,상도,14490,14695,29185,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,숭실대입구,21360,21753,43113,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,남성,14100,13175,27275,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,이수,18669,18121,36790,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,내방,17223,17654,34877,Mar-19,03월 25일,20190328
2019-03-25,월,3호선,고속터미널,20752,18265,39017,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,반포,7483,7370,14853,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,논현,22823,24789,47612,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,학동,26762,28928,55690,Mar-19,03월 25일,20190328
2019-03-25,월,분당선,강남구청,17247,19128,36375,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,청담,23481,26738,50219,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,뚝섬유원지,8207,7875,16082,Mar-19,03월 25일,20190328
2019-03-25,월,2호선,건대입구,17841,18682,36523,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,어린이대공원,19343,20463,39806,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,군자,16850,12997,29847,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,중곡,11889,11195,23084,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,용마산,7321,6938,14259,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,사가정,18622,18501,37123,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,면목,20071,19576,39647,Mar-19,03월 25일,20190328
2019-03-25,월,경의선,상봉,19141,18387,37528,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,중화,13364,13005,26369,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,먹골,11912,11784,23696,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,태릉입구,11025,10479,21504,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,공릉,15756,15834,31590,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,하계,22851,21560,44411,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,중계,18694,17407,36101,Mar-19,03월 25일,20190328
2019-03-25,월,4호선,노원,23701,24929,48630,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,마들,14121,13339,27460,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,수락산,15330,14694,30024,Mar-19,03월 25일,20190328
2019-03-25,월,1호선,도봉산,11318,12959,24277,Mar-19,03월 25일,20190328
2019-03-25,월,7호선,장암,2768,873,3641,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,봉화산,12023,10820,22843,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,화랑대,16182,12656,28838,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,태릉입구,6547,8108,14655,Mar-19,03월 25일,20190328
2019-03-25,월,1호선,석계,15694,16142,31836,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,돌곶이,10166,9497,19663,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,상월곡,7887,7652,15539,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,월곡,16028,15452,31480,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,고려대,12014,12034,24048,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,안암,18360,18640,37000,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,보문,8837,7964,16801,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,창신,4656,4050,8706,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,동묘앞,9845,10476,20321,Mar-19,03월 25일,20190328
2019-03-25,월,2호선,신당,10232,10939,21171,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,청구,4314,4940,9254,Mar-19,03월 25일,20190328
2019-03-25,월,3호선,약수,4557,4394,8951,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,버티고개,3013,2743,5756,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,한강진,7279,8507,15786,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,이태원,13822,14466,28288,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,녹사평,5798,5576,11374,Mar-19,03월 25일,20190328
2019-03-25,월,4호선,삼각지,7053,6151,13204,Mar-19,03월 25일,20190328
2019-03-25,월,경의선,효창공원앞,8786,8433,17219,Mar-19,03월 25일,20190328
2019-03-25,월,경의선,공덕,22201,21663,43864,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,대흥,11115,11686,22801,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,광흥창,11354,11154,22508,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,상수,11027,12470,23497,Mar-19,03월 25일,20190328
2019-03-25,월,2호선,합정,16260,14323,30583,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,망원,15440,16580,32020,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,마포구청,17218,15227,32445,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,월드컵경기장,5167,5583,10750,Mar-19,03월 25일,20190328
2019-03-25,월,경의선,디지털미디어시티,15969,17351,33320,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,증산,12192,11835,24027,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,새절,16520,15747,32267,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,구산,9323,7062,16385,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,독바위,3201,3336,6537,Mar-19,03월 25일,20190328
2019-03-25,월,3호선,불광,5526,5556,11082,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,역촌,4622,5446,10068,Mar-19,03월 25일,20190328
2019-03-25,월,6호선,응암,20797,20541,41338,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,마천,6251,6181,12432,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,거여,9168,8483,17651,Mar-19,03월 25일,20190328
2019-03-25,월,5호선,개롱,8160,8397,16557,Mar-19,03월 25일,20190328
