사용일자,요일,노선명,역명,승차총승객수,하차총승객수,승하차총승객수,연월,월일,등록일자
2019-02-10,일,3호선,학여울,2049,2104,4153,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,대치,7399,6583,13982,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,도곡,2204,2268,4472,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,매봉,4298,4310,8608,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,양재,16906,18749,35655,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,남부터미널,21387,22659,44046,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,교대,5082,3185,8267,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,고속터미널,56437,54227,110664,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,잠원,3038,3093,6131,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,신사,18888,18898,37786,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,압구정,16889,17231,34120,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,옥수,5343,5886,11229,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,금호,4983,4790,9773,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,약수,8194,7899,16093,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,동대입구,6867,7333,14200,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,을지로3가,4139,4100,8239,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,종로3가,5353,8383,13736,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,안국,12927,13226,26153,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,경복궁,15014,14875,29889,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,독립문,5387,5910,11297,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,무악재,2056,2233,4289,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,홍제,11180,10788,21968,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,녹번,7168,6148,13316,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,불광,12193,14028,26221,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,연신내,26222,25431,51653,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,구파발,12640,12642,25282,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,지축,629,701,1330,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,용두,1194,1218,2412,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,신정네거리,5673,5852,11525,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,양천구청,3668,3757,7425,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,도림천,479,521,1000,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,신설동,4012,3540,7552,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,신답,720,813,1533,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,용답,1577,1659,3236,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,충정로,4528,4652,9180,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,아현,5995,6103,12098,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,이대,11471,12119,23590,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,신촌,35255,33017,68272,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,홍대입구,79944,78182,158126,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,합정,23450,23933,47383,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,당산,11368,12111,23479,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,영등포구청,8491,8626,17117,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,문래,7877,8203,16080,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,신도림,38058,38150,76208,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,대림,20379,20849,41228,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,구로디지털단지,32421,31819,64240,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,신대방,18482,17805,36287,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,신림,47606,46641,94247,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,봉천,14216,13729,27945,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,서울대입구,33218,32956,66174,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,낙성대,17924,17618,35542,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,사당,26925,29404,56329,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,방배,8658,9187,17845,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,서초,15626,14804,30430,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,교대,13975,15321,29296,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,강남,55171,53165,108336,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,역삼,15048,15736,30784,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,선릉,14901,12749,27650,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,삼성,33606,32607,66213,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,종합운동장,8122,8600,16722,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,잠실새내,14450,15383,29833,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,잠실,62439,57701,120140,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,잠실나루,6990,6895,13885,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,강변,33821,36063,69884,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,구의,13017,13046,26063,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,건대입구,34496,36299,70795,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,성수,9877,10452,20329,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,뚝섬,7299,7381,14680,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,한양대,2904,3188,6092,Feb-19,02월 10일,20190213
2019-02-10,일,경의선,왕십리,11990,10511,22501,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,상왕십리,7729,7447,15176,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,신당,9197,10055,19252,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,동대문역사문화공원,17220,19405,36625,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,을지로4가,4370,4030,8400,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,을지로3가,10709,10382,21091,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,을지로입구,29504,28241,57745,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,시청,8841,6864,15705,Feb-19,02월 10일,20190213
2019-02-10,일,6호선,동묘앞,14032,15057,29089,Feb-19,02월 10일,20190213
2019-02-10,일,경의선,청량리,18213,18659,36872,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,제기동,11836,12110,23946,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,신설동,9171,8970,18141,Feb-19,02월 10일,20190213
2019-02-10,일,4호선,동대문,12251,15914,28165,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,종로5가,13276,13047,26323,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,종로3가,21400,19810,41210,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,종각,20845,17989,38834,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,시청,11340,10508,21848,Feb-19,02월 10일,20190213
2019-02-10,일,4호선,서울역,36132,31260,67392,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,남구로,8886,8608,17494,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,가산디지털단지,13922,12395,26317,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,철산,13352,13303,26655,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,광명사거리,16995,16586,33581,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,천왕,4862,4579,9441,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,온수,4890,5039,9929,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,까치울,4048,4003,8051,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,부천종합운동장,2621,2376,4997,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,춘의,4503,4340,8843,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,신중동,8111,7805,15916,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,부천시청,7767,7532,15299,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,상동,8995,8697,17692,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,삼산체육관,2816,2719,5535,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,굴포천,5324,5410,10734,Feb-19,02월 10일,20190213
2019-02-10,일,7호선,부평구청,5877,5150,11027,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,암사,10219,9572,19791,Feb-19,02월 10일,20190213
2019-02-10,일,5호선,천호,12036,13433,25469,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,강동구청,5293,5335,10628,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,몽촌토성,3376,3406,6782,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,잠실,11973,12925,24898,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,석촌,4749,5731,10480,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,송파,3833,3914,7747,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,가락시장,3516,4607,8123,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,문정,5275,5415,10690,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,장지,12665,12406,25071,Feb-19,02월 10일,20190213
2019-02-10,일,분당선,복정,6501,5794,12295,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,산성,3681,3770,7451,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,남한산성입구,7516,6695,14211,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,단대오거리,6389,6177,12566,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,신흥,3586,3866,7452,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,수진,4193,3807,8000,Feb-19,02월 10일,20190213
2019-02-10,일,분당선,모란,2809,2303,5112,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,개화,2776,2273,5049,Feb-19,02월 10일,20190213
2019-02-10,일,5호선,김포공항,8528,10462,18990,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,공항시장,1917,2189,4106,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,신방화,4194,4141,8335,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,마곡나루,4942,5067,10009,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,양천향교,4644,4914,9558,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,가양,11395,11254,22649,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,증미,2795,2790,5585,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,등촌,4957,5116,10073,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,염창,8932,8701,17633,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,신목동,1809,1604,3413,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,선유도,2746,2677,5423,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,당산,9889,9724,19613,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,국회의사당,5700,4972,10672,Feb-19,02월 10일,20190213
2019-02-10,일,5호선,여의도,6335,5941,12276,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,샛강,2192,2154,4346,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,노량진,18299,20552,38851,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,노들,2912,2690,5602,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,흑석,5043,5242,10285,Feb-19,02월 10일,20190213
2019-02-10,일,4호선,동작,1320,1048,2368,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,구반포,1484,1601,3085,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,신반포,1823,1971,3794,Feb-19,02월 10일,20190213
2019-02-10,일,3호선,고속터미널,10411,18165,28576,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,사평,1499,1558,3057,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,신논현,18256,17056,35312,Feb-19,02월 10일,20190213
2019-02-10,일,4호선,서울역,12335,10013,22348,Feb-19,02월 10일,20190213
2019-02-10,일,경의선,공덕,1462,1981,3443,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,홍대입구,11053,10101,21154,Feb-19,02월 10일,20190213
2019-02-10,일,경의선,디지털미디어시티,3606,3559,7165,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,마곡나루,1272,1705,2977,Feb-19,02월 10일,20190213
2019-02-10,일,5호선,김포공항,8685,5276,13961,Feb-19,02월 10일,20190213
2019-02-10,일,인천선,계양,5969,6235,12204,Feb-19,02월 10일,20190213
2019-02-10,일,인천2호선,검암,4745,4902,9647,Feb-19,02월 10일,20190213
2019-02-10,일,공항철도,청라국제도시,3002,3267,6269,Feb-19,02월 10일,20190213
2019-02-10,일,공항철도,운서,5100,5880,10980,Feb-19,02월 10일,20190213
2019-02-10,일,공항철도,공항화물청사,1129,1357,2486,Feb-19,02월 10일,20190213
2019-02-10,일,공항철도,인천공항1터미널,15768,15246,31014,Feb-19,02월 10일,20190213
2019-02-10,일,공항철도,인천공항2터미널,6178,5150,11328,Feb-19,02월 10일,20190213
2019-02-10,일,공항철도,영종,1703,1782,3485,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,언주,3557,3268,6825,Feb-19,02월 10일,20190213
2019-02-10,일,분당선,선정릉,3239,3315,6554,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,삼성중앙,2009,2138,4147,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,봉은사,9706,9329,19035,Feb-19,02월 10일,20190213
2019-02-10,일,2호선,종합운동장,2585,2178,4763,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,삼전,2943,2904,5847,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,석촌고분,2648,2592,5240,Feb-19,02월 10일,20190213
2019-02-10,일,8호선,석촌,3298,2451,5749,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,송파나루,2358,2213,4571,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,한성백제,1185,1036,2221,Feb-19,02월 10일,20190213
2019-02-10,일,5호선,올림픽공원,4970,4795,9765,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,둔촌오륜,638,591,1229,Feb-19,02월 10일,20190213
2019-02-10,일,9호선,중앙보훈병원,2740,2826,5566,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,북한산우이,3007,2878,5885,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,솔밭공원,1498,1352,2850,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,4.19민주묘지,1762,1572,3334,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,가오리,2526,2329,4855,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,화계,2128,2003,4131,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,삼양,1300,1331,2631,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,삼양사거리,1604,1589,3193,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,솔샘,3114,2792,5906,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,북한산보국문,3737,3390,7127,Feb-19,02월 10일,20190213
2019-02-10,일,우이신설경전철,정릉,2667,2335,5002,Feb-19,02월 10일,20190213
2019-02-10,일,4호선,성신여대입구,2656,3023,5679,Feb-19,02월 10일,20190213
2019-02-10,일,6호선,보문,1080,1103,2183,Feb-19,02월 10일,20190213
2019-02-10,일,1호선,신설동,1022,1081,2103,Feb-19,02월 10일,20190213
2019-02-11,월,우이신설경전철,정릉,4582,4267,8849,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,서울역,59476,55990,115466,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,시청,27892,27842,55734,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,종각,51469,49303,100772,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,종로3가,37495,35797,73292,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,종로5가,30731,30512,61243,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,동대문,14666,16018,30684,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,신설동,17968,17358,35326,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,제기동,21288,21782,43070,Feb-19,02월 11일,20190214
2019-02-11,월,경의선,청량리,26853,27532,54385,Feb-19,02월 11일,20190214
2019-02-11,월,6호선,동묘앞,10107,10837,20944,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,시청,30662,29657,60319,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,을지로입구,55370,55212,110582,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,을지로3가,27277,26938,54215,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,을지로4가,14185,14010,28195,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,동대문역사문화공원,18031,20350,38381,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신당,16084,16706,32790,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,상왕십리,15971,15412,31383,Feb-19,02월 11일,20190214
2019-02-11,월,경의선,왕십리,20668,17008,37676,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,한양대,8717,9521,18238,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,뚝섬,19895,21257,41152,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,성수,34065,36836,70901,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,건대입구,43908,47799,91707,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,구의,27361,26871,54232,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,강변,47922,46243,94165,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,잠실나루,19487,18945,38432,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,잠실,89910,86838,176748,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,잠실새내,27392,27578,54970,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,종합운동장,8990,10446,19436,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,삼성,64658,66435,131093,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,선릉,69706,60964,130670,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,역삼,63169,69198,132367,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,강남,120781,120844,241625,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,교대,43234,49029,92263,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,서초,25720,26034,51754,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,방배,21404,21935,43339,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,사당,45058,50129,95187,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,낙성대,32234,31521,63755,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,서울대입구,57782,56513,114295,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,봉천,27949,26274,54223,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신림,76181,74438,150619,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신대방,31060,29725,60785,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,구로디지털단지,74288,74335,148623,Feb-19,02월 11일,20190214
2019-02-11,월,7호선,대림,31291,32089,63380,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신도림,62183,60923,123106,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,문래,24485,24574,49059,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,영등포구청,26733,26971,53704,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,당산,24258,26804,51062,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,합정,34846,36532,71378,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,홍대입구,78336,81910,160246,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신촌,47985,48740,96725,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,이대,18847,20297,39144,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,아현,11506,11163,22669,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,충정로,12923,13833,26756,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,용답,2677,2765,5442,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신답,1818,2072,3890,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,신설동,4512,4461,8973,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,도림천,1396,1459,2855,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,양천구청,7849,8279,16128,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신정네거리,10710,11047,21757,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,용두,2591,2736,5327,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,지축,1207,1380,2587,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,구파발,22554,20613,43167,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,연신내,45443,43753,89196,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,불광,20398,22035,42433,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,녹번,15105,13279,28384,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,홍제,20768,19986,40754,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,무악재,4411,4453,8864,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,독립문,8247,8351,16598,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,경복궁,25608,26150,51758,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,안국,25372,26068,51440,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,종로3가,13189,15976,29165,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,을지로3가,12926,13864,26790,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,충무로,3,0,3,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,동대입구,10298,11065,21363,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,약수,16185,15791,31976,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,금호,9524,8972,18496,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,옥수,10801,11295,22096,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,압구정,38536,41949,80485,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,신사,37707,40147,77854,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,잠원,7118,6959,14077,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,고속터미널,59267,55055,114322,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,교대,17673,11759,29432,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,남부터미널,38350,39344,77694,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,양재,47074,50899,97973,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,매봉,13616,13052,26668,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,도곡,6681,6592,13273,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,대치,14042,13790,27832,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,학여울,2063,2029,4092,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,대청,11269,10111,21380,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,일원,11354,11697,23051,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,수서,19328,19716,39044,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,가락시장,11427,11071,22498,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,경찰병원,9564,9477,19041,Feb-19,02월 11일,20190214
2019-02-11,월,3호선,오금,7626,6801,14427,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,당고개,13641,12705,26346,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,상계,23012,20893,43905,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,노원,23767,26883,50650,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,창동,31187,32951,64138,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,쌍문,36411,32637,69048,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,수유,41385,41033,82418,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,미아,18246,17171,35417,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,미아사거리,32097,31090,63187,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,길음,24296,23468,47764,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,성신여대입구,24758,24070,48828,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,한성대입구,16411,15746,32157,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,혜화,38708,39558,78266,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,동대문,28117,28520,56637,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,동대문역사문화공원,22818,20601,43419,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,충무로,34522,36091,70613,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,명동,37811,40297,78108,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,회현,33980,35842,69822,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,서울역,15375,24038,39413,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,숙대입구,16456,16296,32752,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,삼각지,5553,6292,11845,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,신용산,18643,19349,37992,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,이촌,8898,9779,18677,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,동작,2423,2544,4967,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,총신대입구,23502,26303,49805,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,사당,30708,25858,56566,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,남태령,1573,1231,2804,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,서울역,5837,1234,7071,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,남영,11804,12656,24460,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,용산,40588,42146,82734,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,노량진,12718,11782,24500,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,대방,16718,16626,33344,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,영등포,47676,50166,97842,Feb-19,02월 11일,20190214
2019-02-11,월,2호선,신도림,4229,4145,8374,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,신길,11031,9144,20175,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,구로,22634,22855,45489,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,가산디지털단지,20453,23642,44095,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,금천구청,13229,12737,25966,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,석수,12082,10748,22830,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,관악,8772,8364,17136,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,안양,26360,25656,52016,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,명학,11034,11109,22143,Feb-19,02월 11일,20190214
2019-02-11,월,4호선,금정,29064,29469,58533,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,군포,8365,8407,16772,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,의왕,10071,9710,19781,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,성균관대,16492,16131,32623,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,화서,8940,8833,17773,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,수원,41688,45185,86873,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,독산,18960,20085,39045,Feb-19,02월 11일,20190214
2019-02-11,월,1호선,세류,3670,3480,7150,Feb-19,02월 11일,20190214
